OJSI,0.1472766607
OJZC,0.0820706566
OJZL,0.1375129957
OJZN,-0.1296664325
OJZS,0.1213249485
OJZW,0.0319271190
OJiNG,0.0286555977
PAPL,0.7883393530
PARB,0.5400343245
PASB,0.2906471693
PASI,0.6165348792
PAZC,0.2848371192
PAZL,0.4659708731
PAZN,-0.3226816655
PAZS,0.4550946677
PAZW,0.3230228196
PAiNG,0.1337300138
PLRB,0.4658879522
PLSB,0.2412324515
PLSI,0.7412398380
PLZC,0.3163883008
PLZL,0.4726052855
PLZN,-0.2005972661
PLZS,0.4546050334
PLZW,0.3154748267
PLiNG,0.0960079210
RBRB,0.9982301568
RBSB,0.3700500488
RBSI,0.4808471730
RBZC,0.3618464737
RBZL,0.5138478313
RBZN,-0.3733156535
RBZS,0.4383531840
RBZW,0.3980490960
RBiNG,0.1406987247
SBSI,0.1855233683
SBZC,0.3210375925
SBZL,0.3693149489
SBZN,-0.2304962119
SBZS,0.3781758995
SBZW,0.3194332378
SBiNG,0.1167701332
SIZC,0.2777522593
SIZL,0.3671272999
SIZN,-0.1004564829
SIZS,0.3404204966
SIZW,0.2584629797
SIiNG,0.1055923644
ZCZL,0.6374997012
ZCZN,-0.1356284345
ZCZS,0.7092857517
ZCZW,0.7969491754
ZCiNG,0.0990221243
ZLZN,-0.2506093346
ZLZS,0.9194822994
ZLZW,0.6745695962
ZLiNG,0.0708083029
ZNZS,-0.2232170347
ZNZW,-0.1804040031
ZNiNG,-0.0303951644
ZSZW,0.7128882656
ZSiNG,0.0782205199
ZWiNG,0.1102469345
6AGE,0.3502372524
6BGE,0.1568734405
6CGE,0.3655022690
6EGE,0.3397620000
6JGE,-0.1408599477
6LGE,0.3221001948
6MGE,0.3544330767
6NGE,0.3046939750
6SGE,0.2493052870
CCGE,0.0788362103
CLGE,0.2402004014
COILGE,0.2867303051
CTGE,0.1172207751
GCGE,-0.1498458494
GEGOIL,0.2778704743
GEHG,0.2306994421
GEHO,0.2913607961
GEKC,0.1561964279
GENG,0.1421640537
GENN,0.1421640537
GENP,0.1421640537
GEOJ,-0.1400135065
GEPA,0.2096172861
GEPL,0.0100160803
GERB,0.2491904076
GESB,0.1219091103
GESI,-0.1130379871
GEZC,0.0742429410
GEZL,0.0928731052
GEZN,-0.2584269843
GEZS,0.0856007118
GEZW,0.1294165693
GEiNG,0.1421640537
CINNG,0.882473755
CINONG,0.85
NGPJM,0.832174683
NGPJMO,0.875454712
iNGNG,1.0
CLiNG,0.2029012073
CLNN,0.2029012073
NGNN,1.0
iNGNN,1.0
NGNI,0.894000244
NGNIO,0.87791748
NINIO,0.803375244
NIPJM,0.857830811
NIPJM0,0.86461792
CINNI,0.895846558
CINONI,0.811209106
NIPJM,0.896517944
NIOPJM,0.820782471
NIOPJM0,0.834313965
CINNIO,0.804037476
CINONIO,0.806054688
NIOPJM,0.890023804
CINCINO,0.847290039
CINPJM,0.86020813
CINPJMO,0.880545044
CINOPJM,0.852575684
CINOPJMO,0.856445313
PJMPJMO,0.877667236
KCWZW,0.9
KCWZS,0.9
KCWZC,0.7
CLWTI,0.9999
CLHOIL,0.9
HOHOIL,0.99999
HOWTI,0.9
HOILWTI,0.9
ZBZN,0.9
CLES,0.6561
ESNG,0.08
ESHO,0.63
ESRB,0.62
